,County,Age,Gender,Monthly Income,Highest Level of Education Attained,Occupation,Location,Did you vote in 2017,Will you vote in the Refere,If No Why,How will you vote in the Referendum,If elections are today who would you vote for,If you dont vote for that one who is your second choice,Do you support BBI,Do you know what BBI wants to change,Do you support the Hustler Nation,Do you think the handshake brought us peace,Who influences youin your community,Do you trust your political leaders,Do you trust your religious leaders,Do you trust your elders,Where do you get your News from,Have you understood BBI completely,Will you vote in 2022,Monthly Income (Kshs)
4537,kericho,18-24,male,"0-11,000",kcpe,informal_employment__jua_kali_,rural,no,undecided,,still_deciding,william_ruto,none,no,no,yes,no,my_friends,never,sometimes,sometimes,facebook,no,yes,"0-11,000"
4538,uasin_gishu,25-30,male,"11,001-20,000",kcse,transport__matatu__lorry_boda_,peri_urban,yes,undecided,,still_deciding,william_ruto,none,no,no,yes,no,my_friends,sometimes,often,always,radio,no,yes,"11,001-20,000"
4539,nakuru,31-35,female,"0-11,000",kcse,business_owner__hotel_shop_kio,rural,yes,yes,,yes__for_it,none,none,no,yes,yes,yes,no_one,never,always,always,tv,no,undecided,"0-11,000"
4540,migori,25-30,female,"11,001-20,000",undergraduate,formal_employment__teacher_acc,urban,yes,no,i_do_not_understand_bbi,no__against_it,william_ruto,musalia_mudavadi,no,a_little,yes,yes,governor,never,sometimes,sometimes,tv,no,yes,"11,001-20,000"
4541,kisii,31-35,male,"11,001-20,000",kcse,business_owner__hotel_shop_kio,peri_urban,yes,undecided,,no__against_it,raila_odinga,raila_odinga,yes,yes,no,yes,church_leaders,never,always,always,radio,no,yes,"11,001-20,000"
4542,nairobi,unknown,female,"0-11,000",diploma,unemployed,peri_urban,yes,yes,,no__against_it,william_ruto,william_ruto,no,yes,yes,yes,church_leaders,rarely,always,sometimes,twitter,no,undecided,"0-11,000"
4543,nakuru,25-30,female,"0-11,000",kcpe,unemployed,peri_urban,no,undecided,,still_deciding,none,none,no,no,i_do_not_know_about_it,yes,no_one,never,always,always,radio,no,undecided,"0-11,000"
4544,kisii,over-61,female,"0-11,000",kcse,hustler,rural,yes,yes,,yes__for_it,musalia_mudavadi,william_ruto,no,no,no_response,no,chief,rarely,sometimes,often,radio,no,yes,"0-11,000"
4545,kisii,36-40,female,"20,001-50,000",undergraduate,formal_employment__teacher_acc,rural,yes,yes,,yes__for_it,raila_odinga,gideon_moi,yes,yes,no_response,yes,no_one,rarely,often,sometimes,tv,maybe,yes,"20,001-50,000"
4546,embu,18-24,female,"0-11,000",certificate,hustler,rural,no,undecided,,still_deciding,william_ruto,peter_kenneth,no,no,yes,yes,my_friends,sometimes,sometimes,sometimes,facebook,no,yes,"0-11,000"
4547,embu,51-60,female,"20,001-50,000",undergraduate,formal_employment__teacher_acc,urban,yes,no,the_referendum_will_cost_too_much,i_will_not_vote,fred_matiangi,fred_matiangi,no,no,no,no,church_leaders,never,always,always,tv,no,yes,"20,001-50,000"
4548,kiambu,31-35,male,"11,001-20,000",kcse,cash_crop_farmer_commercial_fi,rural,yes,no,i_do_not_understand_bbi,no__against_it,william_ruto,william_ruto,no,no,yes,no,mp,never,often,sometimes,radio,no,yes,"11,001-20,000"
4549,nakuru,25-30,female,"0-11,000",kcse,hustler,peri_urban,no,yes,,yes__for_it,william_ruto,none,no,no,yes,yes,mp,never,always,always,tv,no,yes,"0-11,000"
4550,nakuru,31-35,male,"11,001-20,000",kcse,transport__matatu__lorry_boda_,peri_urban,yes,yes,,yes__for_it,none,none,yes,a_little,not_sure,yes,no_one,rarely,sometimes,always,tv,no,yes,"11,001-20,000"
4551,narok,25-30,male,"0-11,000",kcpe,transport__matatu__lorry_boda_,peri_urban,yes,no,i_am_not_interested,i_will_not_vote,none,none,no,a_little,no,no,no_one,never,always,sometimes,whatsapp,no,no,"0-11,000"
4552,embu,36-40,male,"50,001-100,000",certificate,cash_crop_farmer_commercial_fi,peri_urban,yes,undecided,,still_deciding,kalonzo_musyoka,musalia_mudavadi,thinking_about_it,a_little,not_sure,yes,mp,rarely,always,sometimes,tv,no,undecided,"50,001-100,000"
4553,nairobi,18-24,female,"0-11,000",kcse,unemployed,urban,no,undecided,,still_deciding,musalia_mudavadi,william_ruto,thinking_about_it,a_little,not_sure,yes,chief,never,sometimes,rarely,tv,no,yes,"0-11,000"
4554,kericho,18-24,female,"0-11,000",undergraduate,unemployed,rural,yes,yes,,still_deciding,william_ruto,none,thinking_about_it,yes,yes,no,my_friends,never,sometimes,sometimes,facebook,no,yes,"0-11,000"
4555,nakuru,41-50,male,"0-11,000",kcpe,informal_employment__jua_kali_,rural,yes,yes,,yes__for_it,peter_kenneth,none,yes,a_little,no_response,yes,governor,never,always,always,radio,no,yes,"0-11,000"
4556,meru,41-50,female,"50,001-100,000",diploma,formal_employment__teacher_acc,rural,yes,yes,,still_deciding,william_ruto,none,thinking_about_it,yes,yes,yes,church_leaders,rarely,always,always,tv,no,yes,"50,001-100,000"
4557,narok,51-60,male,"20,001-50,000",kcpe,business_owner__hotel_shop_kio,rural,yes,yes,,yes__for_it,raila_odinga,none,yes,a_little,i_do_not_know_about_it,yes,elders,rarely,always,always,radio,maybe,response,"20,001-50,000"
4558,mombasa,31-35,male,"11,001-20,000",diploma,business_owner__hotel_shop_kio,peri_urban,yes,undecided,,still_deciding,none,none,thinking_about_it,a_little,not_sure,yes,my_friends,sometimes,sometimes,often,radio,maybe,undecided,"11,001-20,000"
4559,laikipia,18-24,male,"0-11,000",kcpe,unemployed,rural,no,yes,,yes__for_it,william_ruto,peter_kenneth,yes,a_little,yes,no,governor,never,rarely,always,tv,i_don_t_care,yes,"0-11,000"
4560,kiambu,25-30,female,"11,001-20,000",certificate,transport__matatu__lorry_boda_,peri_urban,yes,undecided,,still_deciding,none,none,thinking_about_it,a_little,not_sure,yes,my_friends,sometimes,sometimes,sometimes,radio,maybe,yes,"11,001-20,000"
4561,machakos,36-40,male,"0-11,000",kcpe,subsistence_farmer_subsistence,rural,yes,other,,still_deciding,kalonzo_musyoka,gideon_moi,thinking_about_it,no,no,yes,governor,rarely,often,never,tv,no,yes,"0-11,000"
4562,kisii,31-35,male,"0-11,000",kcse,unemployed,rural,yes,undecided,,still_deciding,william_ruto,fred_matiangi,thinking_about_it,no,no,no_response,elders,sometimes,always,always,radio,no,yes,"0-11,000"
4563,kiambu,18-24,female,"0-11,000",kcse,unemployed,rural,no,undecided,,still_deciding,william_ruto,fred_matiangi,thinking_about_it,no,yes,no_response,church_leaders,never,always,often,whatsapp,i_don_t_care,yes,"0-11,000"
4564,nairobi,unknown,male,"0-11,000",kcpe,unemployed,urban,no,undecided,,still_deciding,none,none,no,a_little,yes,yes,church_leaders,never,always,sometimes,tv,maybe,yes,"0-11,000"
4565,embu,51-60,male,"20,001-50,000",certificate,business_owner__hotel_shop_kio,peri_urban,yes,yes,,yes__for_it,raila_odinga,gideon_moi,yes,yes,no,yes,governor,sometimes,always,sometimes,tv,yes,yes,"20,001-50,000"
4566,narok,36-40,male,"0-11,000",kcpe,hustler,informal_settlement,yes,undecided,,still_deciding,none,none,yes,no,no,yes,mcas,never,never,always,tv,no,yes,"0-11,000"
4567,laikipia,36-40,female,"0-11,000",kcse,subsistence_farmer_subsistence,rural,yes,undecided,,still_deciding,william_ruto,gideon_moi,yes,a_little,yes,yes,governor,often,sometimes,often,radio,no,yes,"0-11,000"
4568,kitui,51-60,female,"0-11,000",none,other,rural,yes,yes,,yes__for_it,kalonzo_musyoka,raila_odinga,yes,a_little,no,yes,elders,rarely,always,always,radio,maybe,yes,"0-11,000"
4569,kitui,51-60,male,"0-11,000",none,subsistence_farmer_subsistence,rural,yes,no,i_do_not_understand_bbi,no__against_it,none,none,no,no,no,yes,no_one,never,sometimes,sometimes,radio,no,undecided,"0-11,000"
4570,kitui,31-35,female,"0-11,000",kcpe,unemployed,urban,no,no,i_do_not_understand_bbi,i_will_not_vote,kalonzo_musyoka,kalonzo_musyoka,no,no,no,no,no_one,rarely,always,always,radio,no,yes,"0-11,000"
4571,nairobi,36-40,male,"11,001-20,000",kcse,transport__matatu__lorry_boda_,urban,yes,undecided,,still_deciding,william_ruto,none,thinking_about_it,no,yes,yes,elders,never,often,often,radio,no,yes,"11,001-20,000"
4572,nakuru,51-60,female,"0-11,000",kcpe,business_owner__hotel_shop_kio,peri_urban,yes,yes,,yes__for_it,none,none,no,no,no,yes,church_leaders,never,always,always,tv,no,yes,"0-11,000"
4573,kericho,41-50,female,"11,001-20,000",kcse,cash_crop_farmer_commercial_fi,rural,yes,yes,,no__against_it,william_ruto,none,no,a_little,yes,no,elders,rarely,sometimes,always,tv,no,yes,"11,001-20,000"
4574,meru,25-30,female,"0-11,000",kcse,business_owner__hotel_shop_kio,rural,yes,undecided,,still_deciding,william_ruto,kalonzo_musyoka,no,no,i_do_not_know_about_it,yes,my_friends,rarely,always,always,tv,no,yes,"0-11,000"
4575,kirinyaga,25-30,male,"11,001-20,000",kcse,transport__matatu__lorry_boda_,rural,yes,yes,,yes__for_it,william_ruto,gideon_moi,thinking_about_it,a_little,i_do_not_know_about_it,no_response,mp,sometimes,always,rarely,tv,maybe,yes,"11,001-20,000"
4576,kitui,41-50,female,"11,001-20,000",kcse,cash_crop_farmer_commercial_fi,rural,yes,yes,,yes__for_it,kalonzo_musyoka,raila_odinga,yes,a_little,no,yes,church_leaders,rarely,always,always,tv,maybe,yes,"11,001-20,000"
4577,kitui,31-35,female,"0-11,000",certificate,hustler,rural,yes,undecided,,no__against_it,william_ruto,musalia_mudavadi,thinking_about_it,no,yes,no_response,business_leaders,sometimes,often,always,radio,maybe,no,"0-11,000"
4578,nairobi,25-30,female,"11,001-20,000",certificate,informal_employment__jua_kali_,urban,no,undecided,,still_deciding,kalonzo_musyoka,william_ruto,no,no,not_sure,yes,mcas,rarely,always,often,whatsapp,no,yes,"11,001-20,000"
4579,embu,51-60,male,"50,001-100,000",undergraduate,formal_employment__teacher_acc,peri_urban,yes,undecided,,still_deciding,william_ruto,gideon_moi,thinking_about_it,no,yes,yes,church_leaders,rarely,often,sometimes,tv,no,yes,"50,001-100,000"
4580,nakuru,36-40,female,"0-11,000",kcpe,business_owner__hotel_shop_kio,rural,no,yes,,still_deciding,none,none,thinking_about_it,a_little,no_response,no,church_leaders,rarely,always,always,tv,no,undecided,"0-11,000"
4581,kisii,51-60,female,"0-11,000",kcpe,cash_crop_farmer_commercial_fi,peri_urban,no,other,,i_will_not_vote,fred_matiangi,musalia_mudavadi,no,no,no_response,yes,elders,never,always,always,radio,no,yes,"0-11,000"
4582,machakos,31-35,female,"50,001-100,000",diploma,formal_employment__teacher_acc,peri_urban,yes,no,current_constitution_is_ok,still_deciding,raila_odinga,william_ruto,thinking_about_it,yes,not_sure,yes,no_one,never,sometimes,always,tv,maybe,yes,"50,001-100,000"
4583,kisii,25-30,male,"0-11,000",kcse,unemployed,rural,no,undecided,,still_deciding,raila_odinga,william_ruto,don_t_care,no,not_sure,yes,no_one,sometimes,sometimes,rarely,tv,no,yes,"0-11,000"
4584,kisii,31-35,male,"0-11,000",kcse,unemployed,informal_settlement,no,yes,,yes__for_it,raila_odinga,fred_matiangi,yes,yes,no,yes,no_one,sometimes,often,often,tv,no,yes,"0-11,000"
4585,laikipia,36-40,male,"20,001-50,000",certificate,unemployed,peri_urban,yes,yes,,yes__for_it,raila_odinga,fred_matiangi,yes,a_little,not_sure,yes,mp,always,always,often,whatsapp,maybe,yes,"20,001-50,000"
4586,kericho,36-40,female,"0-11,000",kcse,formal_employment__teacher_acc,peri_urban,yes,yes,,yes__for_it,william_ruto,none,thinking_about_it,a_little,yes,yes,church_leaders,rarely,always,always,tv,no,yes,"0-11,000"
4587,narok,18-24,male,"0-11,000",kcse,transport__matatu__lorry_boda_,informal_settlement,no,yes,,yes__for_it,raila_odinga,none,yes,no,no,yes,mcas,rarely,always,always,tv,no,yes,"0-11,000"
4588,kisii,18-24,female,"0-11,000",certificate,informal_employment__jua_kali_,informal_settlement,no,undecided,,still_deciding,raila_odinga,fred_matiangi,yes,a_little,not_sure,yes,business_leaders,rarely,often,sometimes,radio,no,yes,"0-11,000"
4589,nakuru,31-35,female,"11,001-20,000",kcse,informal_employment__jua_kali_,peri_urban,no,no,i_am_not_interested,i_will_not_vote,none,none,no,no,not_sure,no_response,no_one,never,always,always,tv,no,undecided,"11,001-20,000"
4590,kiambu,18-24,female,"0-11,000",undergraduate,other,rural,yes,undecided,,still_deciding,william_ruto,none,thinking_about_it,a_little,yes,yes,mp,never,always,always,twitter,maybe,no,"0-11,000"
4591,nyeri,18-24,male,"0-11,000",kcse,unemployed,rural,no,yes,,yes__for_it,william_ruto,none,yes,yes,yes,yes,church_leaders,rarely,often,often,facebook,yes,yes,"0-11,000"
4592,migori,25-30,female,"0-11,000",kcse,subsistence_farmer_subsistence,rural,yes,undecided,,still_deciding,raila_odinga,william_ruto,no,a_little,not_sure,yes,mp,sometimes,sometimes,often,radio,maybe,yes,"0-11,000"
4593,migori,18-24,female,"0-11,000",kcse,unemployed,rural,no,no,i_do_not_understand_bbi,no__against_it,raila_odinga,musalia_mudavadi,no,no,yes,yes,chief,sometimes,often,often,radio,no,undecided,"0-11,000"
4594,migori,31-35,female,"0-11,000",kcse,cash_crop_farmer_commercial_fi,rural,yes,yes,,yes__for_it,raila_odinga,musalia_mudavadi,no,a_little,no,yes,governor,sometimes,sometimes,always,radio,no,yes,"0-11,000"
4595,migori,31-35,female,"0-11,000",kcse,unemployed,rural,yes,yes,,yes__for_it,william_ruto,raila_odinga,thinking_about_it,a_little,yes,yes,mp,rarely,sometimes,rarely,radio,no,yes,"0-11,000"
4596,kericho,31-35,female,"11,001-20,000",kcse,formal_employment__teacher_acc,rural,yes,yes,,yes__for_it,william_ruto,none,no,a_little,yes,yes,my_friends,rarely,sometimes,sometimes,tv,no,yes,"11,001-20,000"
4597,narok,25-30,male,"20,001-50,000",kcpe,subsistence_farmer_subsistence,rural,yes,yes,,yes__for_it,raila_odinga,none,yes,a_little,i_do_not_know_about_it,yes,church_leaders,never,often,often,tv,no,yes,"20,001-50,000"
4598,kitui,31-35,male,"11,001-20,000",kcse,transport__matatu__lorry_boda_,urban,yes,no,i_do_not_understand_bbi,i_will_not_vote,william_ruto,kalonzo_musyoka,no,no,yes,yes,my_friends,never,sometimes,often,tv,no,yes,"11,001-20,000"
4599,kitui,25-30,female,"11,001-20,000",kcse,unemployed,rural,no,no,i_do_not_understand_bbi,i_will_not_vote,william_ruto,gideon_moi,no,a_little,yes,yes,no_one,never,sometimes,often,tv,no,undecided,"11,001-20,000"
4600,machakos,36-40,male,"0-11,000",kcpe,transport__matatu__lorry_boda_,rural,yes,undecided,,still_deciding,martha_karua,kalonzo_musyoka,no,no,i_do_not_know_about_it,no,mp,never,never,never,tv,no,yes,"0-11,000"
4601,kakamega,25-30,male,"0-11,000",kcpe,transport__matatu__lorry_boda_,rural,yes,undecided,,still_deciding,musalia_mudavadi,kalonzo_musyoka,no,no,no,yes,mcas,rarely,sometimes,rarely,radio,no,yes,"0-11,000"
4602,kiambu,over-61,male,"0-11,000",kcpe,subsistence_farmer_subsistence,rural,yes,yes,,no__against_it,william_ruto,none,no,a_little,not_sure,yes,church_leaders,sometimes,sometimes,sometimes,radio,maybe,yes,"0-11,000"
4603,machakos,25-30,female,"0-11,000",undergraduate,other,rural,yes,yes,,no__against_it,peter_kenneth,none,thinking_about_it,a_little,no_response,no_response,church_leaders,sometimes,always,always,whatsapp,no,yes,"0-11,000"
4604,nakuru,25-30,male,"20,001-50,000",kcse,transport__matatu__lorry_boda_,peri_urban,no,yes,,still_deciding,william_ruto,none,thinking_about_it,a_little,yes,no,mcas,never,sometimes,always,tv,no,yes,"20,001-50,000"
4605,kisumu,41-50,male,"50,001-100,000",undergraduate,formal_employment__teacher_acc,urban,yes,yes,,yes__for_it,musalia_mudavadi,musalia_mudavadi,yes,a_little,no,yes,elders,never,sometimes,sometimes,radio,yes,yes,"50,001-100,000"
4606,kisumu,31-35,male,"20,001-50,000",undergraduate,formal_employment__teacher_acc,urban,yes,yes,,no__against_it,musalia_mudavadi,william_ruto,no,yes,yes,yes,church_leaders,never,sometimes,sometimes,tv,yes,yes,"20,001-50,000"
4607,mombasa,31-35,female,"20,001-50,000",diploma,formal_employment__teacher_acc,peri_urban,yes,yes,,no__against_it,william_ruto,none,thinking_about_it,a_little,yes,yes,mp,sometimes,often,often,tv,maybe,yes,"20,001-50,000"
4608,meru,25-30,female,"0-11,000",kcse,unemployed,rural,yes,no,i_do_not_understand_bbi,i_will_not_vote,william_ruto,peter_kenneth,no,no,i_do_not_know_about_it,yes,church_leaders,rarely,always,always,radio,no,yes,"0-11,000"
4609,kisumu,25-30,male,"0-11,000",kcse,transport__matatu__lorry_boda_,urban,yes,yes,,no__against_it,raila_odinga,none,no,no,no,yes,my_friends,never,sometimes,always,radio,no,yes,"0-11,000"
4610,mombasa,31-35,male,"20,001-50,000",diploma,formal_employment__teacher_acc,peri_urban,yes,undecided,,still_deciding,none,none,thinking_about_it,a_little,not_sure,yes,my_friends,sometimes,sometimes,sometimes,twitter,maybe,undecided,"20,001-50,000"
4611,machakos,36-40,female,"0-11,000",kcpe,transport__matatu__lorry_boda_,rural,yes,undecided,,still_deciding,william_ruto,kalonzo_musyoka,don_t_care,no,not_sure,no_response,mp,sometimes,often,sometimes,tv,i_don_t_care,no,"0-11,000"
4612,nairobi,unknown,male,"0-11,000",kcpe,unemployed,peri_urban,no,undecided,,still_deciding,kalonzo_musyoka,kalonzo_musyoka,thinking_about_it,no,yes,yes,church_leaders,rarely,always,always,radio,no,yes,"0-11,000"
4613,kitui,36-40,female,"0-11,000",kcpe,unemployed,urban,yes,yes,,yes__for_it,william_ruto,kalonzo_musyoka,yes,yes,yes,yes,elders,always,always,always,radio,yes,yes,"0-11,000"
4614,laikipia,41-50,male,"11,001-20,000",kcse,subsistence_farmer_subsistence,peri_urban,yes,yes,,no__against_it,musalia_mudavadi,raila_odinga,yes,no,no,yes,my_friends,never,often,always,radio,no,yes,"11,001-20,000"
4615,kiambu,51-60,female,"0-11,000",kcpe,subsistence_farmer_subsistence,rural,yes,no,i_do_not_understand_bbi,i_will_not_vote,william_ruto,none,no,no,i_do_not_know_about_it,yes,church_leaders,rarely,always,always,radio,no,yes,"0-11,000"
4616,kisii,36-40,male,"0-11,000",kcpe,unemployed,informal_settlement,yes,other,,still_deciding,william_ruto,fred_matiangi,don_t_care,no,i_do_not_know_about_it,yes,elders,sometimes,often,often,radio,no,yes,"0-11,000"
4617,machakos,25-30,female,"0-11,000",diploma,hustler,rural,yes,undecided,,yes__for_it,fred_matiangi,none,no,a_little,yes,no,my_friends,often,sometimes,never,facebook,no,yes,"0-11,000"
4618,laikipia,over-61,female,"0-11,000",kcpe,cash_crop_farmer_commercial_fi,peri_urban,yes,yes,,yes__for_it,peter_kenneth,gideon_moi,yes,no,yes,yes,business_leaders,sometimes,always,often,tv,no,yes,"0-11,000"
4619,meru,over-61,male,"0-11,000",none,subsistence_farmer_subsistence,rural,yes,other,,still_deciding,william_ruto,none,no,no,yes,no,elders,sometimes,often,often,radio,no,yes,"0-11,000"
4620,nakuru,31-35,male,"11,001-20,000",kcpe,informal_employment__jua_kali_,rural,yes,yes,,no__against_it,william_ruto,none,don_t_care,yes,yes,no,mcas,never,sometimes,sometimes,tv,no,yes,"11,001-20,000"
4621,nakuru,18-24,male,"0-11,000",kcse,transport__matatu__lorry_boda_,peri_urban,no,undecided,,still_deciding,william_ruto,none,thinking_about_it,a_little,yes,yes,mp,never,always,always,facebook,no,yes,"0-11,000"
4622,kericho,41-50,female,"11,001-20,000",kcse,formal_employment__teacher_acc,rural,yes,yes,,no__against_it,william_ruto,none,no,a_little,yes,no,church_leaders,rarely,sometimes,often,tv,no,yes,"11,001-20,000"
4623,nakuru,31-35,male,"20,001-50,000",undergraduate,formal_employment__teacher_acc,peri_urban,yes,no,the_referendum_will_cost_too_much,i_will_not_vote,william_ruto,none,no,yes,yes,no,governor,never,sometimes,often,tv,yes,yes,"20,001-50,000"
4624,kisumu,31-35,male,"11,001-20,000",diploma,hustler,urban,yes,yes,,yes__for_it,raila_odinga,musalia_mudavadi,yes,yes,no,yes,church_leaders,never,sometimes,never,tv,yes,yes,"11,001-20,000"
4625,kisumu,25-30,female,"20,001-50,000",undergraduate,formal_employment__teacher_acc,urban,no,no,i_am_not_interested,i_will_not_vote,none,none,no,no,not_sure,yes,my_friends,never,sometimes,never,whatsapp,no,yes,"20,001-50,000"
4626,kisumu,31-35,male,"20,001-50,000",diploma,hustler,urban,yes,undecided,,still_deciding,fred_matiangi,william_ruto,no,no,no,yes,church_leaders,sometimes,sometimes,sometimes,facebook,maybe,yes,"20,001-50,000"
4627,machakos,18-24,female,"0-11,000",kcpe,business_owner__hotel_shop_kio,urban,yes,undecided,,still_deciding,william_ruto,gideon_moi,no,no,no,no,mp,sometimes,sometimes,rarely,tv,no,yes,"0-11,000"
4628,nairobi,31-35,male,"20,001-50,000",undergraduate,formal_employment__teacher_acc,urban,yes,yes,,yes__for_it,raila_odinga,raila_odinga,yes,a_little,not_sure,yes,church_leaders,sometimes,often,often,tv,yes,yes,"20,001-50,000"
